generation,best_fitness,worst_fitness,mean_fitness,std_fitness,best_weights,improvement,cumulative_improvement,fitness_range
20,0.4125,0.0675,0.1326775,0.04950365889255055,"{'avance_balon': 9.248113646108463, 'min_dist_balon_jug': -0.17543389196691184, 'max_dist_balon_jug': 32.762351229309914, 'min_dist_balon_op': 19.93172085072152, 'max_dist_balon_op': -14.251637522450762, 'max_avance_jug': -47.75135531299446, 'min_avance_jug': 36.89787228151168, 'max_avance_op': 50.0, 'min_avance_op': 48.04982651519124, 'muy_cerca_borde_jug': 15.839496028934462, 'muy_cerca_borde_op': 1.1805056122829214, 'mas_cerca_balon': 31.87193441972154, 'casilla_neutra': 35.58003776813717, 'muy_cerca_jug': -2.511075591406879, 'muy_lejos_jug': 17.847947526390666, 'muy_cerca_op': 29.28243128847263, 'muy_lejos_op': 25.64678570431504}",0.0025000000000000022,0.17749999999999996,0.345
21,0.505,0.07,0.1343375,0.053478311900713546,"{'avance_balon': -5.150124973374698, 'min_dist_balon_jug': 6.896335991258858, 'max_dist_balon_jug': -0.3545724845395588, 'min_dist_balon_op': 5.062349902761987, 'max_dist_balon_op': -25.83776552139004, 'max_avance_jug': 43.438262130669386, 'min_avance_jug': -31.506667548762262, 'max_avance_op': -49.89671558293907, 'min_avance_op': 45.697600656586076, 'muy_cerca_borde_jug': -0.08637915115233537, 'muy_cerca_borde_op': 1.1805056122829214, 'mas_cerca_balon': 20.329572054367844, 'casilla_neutra': 39.15824417938551, 'muy_cerca_jug': 3.375219300036452, 'muy_lejos_jug': 45.33218402193222, 'muy_cerca_op': -20.239702601806407, 'muy_lejos_op': -12.133735908191781}",0.09250000000000003,0.27,0.435
22,0.4125,0.07250000000000001,0.13379000000000002,0.05391473268040935,"{'avance_balon': -5.646771891249899, 'min_dist_balon_jug': 6.896335991258858, 'max_dist_balon_jug': -0.3545724845395588, 'min_dist_balon_op': 5.062349902761987, 'max_dist_balon_op': -26.19250747217716, 'max_avance_jug': 43.438262130669386, 'min_avance_jug': 2.8593271877542605, 'max_avance_op': -49.89671558293907, 'min_avance_op': 45.697600656586076, 'muy_cerca_borde_jug': 0.007111105282421523, 'muy_cerca_borde_op': 1.1805056122829214, 'mas_cerca_balon': 20.329572054367844, 'casilla_neutra': -36.597655629644265, 'muy_cerca_jug': -42.30899073280007, 'muy_lejos_jug': -37.2193976452863, 'muy_cerca_op': -20.239702601806407, 'muy_lejos_op': -12.133735908191781}",-0.09250000000000003,0.17749999999999996,0.33999999999999997
23,0.4325,0.075,0.1332,0.05288782941282427,"{'avance_balon': 0.5965224846897543, 'min_dist_balon_jug': -44.54953281405214, 'max_dist_balon_jug': 26.542791044256163, 'min_dist_balon_op': 37.30078057363459, 'max_dist_balon_op': -15.762066755454164, 'max_avance_jug': -50.0, 'min_avance_jug': 12.345470483938023, 'max_avance_op': 24.58660350203153, 'min_avance_op': 12.087829322713205, 'muy_cerca_borde_jug': 50.0, 'muy_cerca_borde_op': -6.767444787886871, 'mas_cerca_balon': -2.2395369076286915, 'casilla_neutra': -4.8171181930491525, 'muy_cerca_jug': 7.047324952518385, 'muy_lejos_jug': 17.965785191068267, 'muy_cerca_op': 47.31120158380376, 'muy_lejos_op': 21.618623590021862}",0.020000000000000018,0.19749999999999998,0.3575
24,0.42750000000000005,0.0775,0.13840750000000002,0.056247623894258865,"{'avance_balon': 0.5965224846897543, 'min_dist_balon_jug': -44.54953281405214, 'max_dist_balon_jug': 26.542791044256163, 'min_dist_balon_op': 37.30078057363459, 'max_dist_balon_op': -15.762066755454164, 'max_avance_jug': -50.0, 'min_avance_jug': 12.345470483938023, 'max_avance_op': 24.58660350203153, 'min_avance_op': 12.087829322713205, 'muy_cerca_borde_jug': 50.0, 'muy_cerca_borde_op': -6.767444787886871, 'mas_cerca_balon': -2.2395369076286915, 'casilla_neutra': -4.8171181930491525, 'muy_cerca_jug': 7.047324952518385, 'muy_lejos_jug': 17.965785191068267, 'muy_cerca_op': 47.31120158380376, 'muy_lejos_op': 21.618623590021862}",-0.004999999999999949,0.19250000000000003,0.35000000000000003
25,0.40750000000000003,0.08,0.13653250000000003,0.05269886330605243,"{'avance_balon': -0.8458887460409672, 'min_dist_balon_jug': -21.446837920429786, 'max_dist_balon_jug': -6.992084138134928, 'min_dist_balon_op': -48.28716743168309, 'max_dist_balon_op': -35.30150739894373, 'max_avance_jug': -46.46427806188191, 'min_avance_jug': 2.504965640051725, 'max_avance_op': 10.191184840831108, 'min_avance_op': -49.86196056298662, 'muy_cerca_borde_jug': 32.065109302501284, 'muy_cerca_borde_op': 3.020567856772668, 'mas_cerca_balon': 37.06798371308786, 'casilla_neutra': -12.456917602902944, 'muy_cerca_jug': 3.661241486616376, 'muy_lejos_jug': -17.95429098551748, 'muy_cerca_op': -22.043539621094126, 'muy_lejos_op': -8.83670320637431}",-0.020000000000000018,0.17250000000000001,0.3275
26,0.43499999999999994,0.0775,0.13777500000000004,0.05423213415494544,"{'avance_balon': 14.897522095311723, 'min_dist_balon_jug': 12.072176881258194, 'max_dist_balon_jug': 3.0898624638379433, 'min_dist_balon_op': 41.659293825426374, 'max_dist_balon_op': -32.02348801189871, 'max_avance_jug': -34.28306203964465, 'min_avance_jug': 19.49849785038835, 'max_avance_op': 36.36623620834906, 'min_avance_op': 9.655354062563156, 'muy_cerca_borde_jug': 0.007111105282421523, 'muy_cerca_borde_op': -34.323702761776126, 'mas_cerca_balon': 30.689455159735, 'casilla_neutra': 34.49444250848156, 'muy_cerca_jug': 30.95588357005461, 'muy_lejos_jug': -40.128799936737636, 'muy_cerca_op': 35.33912798942441, 'muy_lejos_op': -7.313526284598647}",0.027499999999999913,0.19999999999999993,0.35749999999999993
27,0.37,0.0675,0.13557750000000002,0.0524643711841665,"{'avance_balon': -0.7269632198820726, 'min_dist_balon_jug': -15.666453971381102, 'max_dist_balon_jug': 3.0898624638379433, 'min_dist_balon_op': 10.72562404301265, 'max_dist_balon_op': -10.933641613764951, 'max_avance_jug': 12.822688252878864, 'min_avance_jug': 19.926408628824618, 'max_avance_op': 22.334146422764036, 'min_avance_op': 6.651868165727757, 'muy_cerca_borde_jug': 41.932527545542094, 'muy_cerca_borde_op': 1.7257298502147629, 'mas_cerca_balon': -4.688705109522629, 'casilla_neutra': -5.7166275861449725, 'muy_cerca_jug': 22.570839510657816, 'muy_lejos_jug': -16.13467640738874, 'muy_cerca_op': -46.771649284094785, 'muy_lejos_op': 38.50831641771195}",-0.06499999999999995,0.13499999999999998,0.3025
28,0.5025000000000001,0.075,0.13465000000000005,0.05335309269386359,"{'avance_balon': 14.897522095311723, 'min_dist_balon_jug': -3.718515640080107, 'max_dist_balon_jug': 21.33334921236856, 'min_dist_balon_op': 19.93172085072152, 'max_dist_balon_op': -30.996820447492237, 'max_avance_jug': -50.0, 'min_avance_jug': 35.11296199730575, 'max_avance_op': 42.11077078236477, 'min_avance_op': 45.697600656586076, 'muy_cerca_borde_jug': 43.60719356585712, 'muy_cerca_borde_op': 47.38751812140683, 'mas_cerca_balon': 22.256343961173798, 'casilla_neutra': -19.92923144939018, 'muy_cerca_jug': -6.794667786308239, 'muy_lejos_jug': -35.885378596053336, 'muy_cerca_op': -50.0, 'muy_lejos_op': 22.89780520614896}",0.13250000000000006,0.26750000000000007,0.42750000000000005
29,0.43,0.0775,0.14057,0.0567809395836314,"{'avance_balon': 14.897522095311723, 'min_dist_balon_jug': -3.718515640080107, 'max_dist_balon_jug': 21.33334921236856, 'min_dist_balon_op': 19.93172085072152, 'max_dist_balon_op': -30.996820447492237, 'max_avance_jug': -50.0, 'min_avance_jug': 35.11296199730575, 'max_avance_op': 42.11077078236477, 'min_avance_op': 45.697600656586076, 'muy_cerca_borde_jug': 43.60719356585712, 'muy_cerca_borde_op': 47.38751812140683, 'mas_cerca_balon': 22.256343961173798, 'casilla_neutra': -19.92923144939018, 'muy_cerca_jug': -6.794667786308239, 'muy_lejos_jug': -35.885378596053336, 'muy_cerca_op': -50.0, 'muy_lejos_op': 22.89780520614896}",-0.07250000000000006,0.19499999999999998,0.3525
