generation,best_fitness,worst_fitness,mean_fitness,std_fitness,best_weights,improvement,cumulative_improvement,fitness_range
0,0.27999999999999997,0.09,0.1065575,0.017331126442040636,"{'avance_balon': 5.441941565640818, 'min_dist_balon_jug': -7.60578320393622, 'max_dist_balon_jug': -13.772723630080442, 'min_dist_balon_op': -28.435964146764846, 'max_dist_balon_op': 6.175895828708001, 'max_avance_jug': -13.347731136446313, 'min_avance_jug': -21.274671438250024, 'max_avance_op': -41.006197809105345, 'min_avance_op': -5.7159164190337535, 'muy_cerca_borde_jug': -40.959284330907295, 'muy_cerca_borde_op': 35.447229062296415, 'mas_cerca_balon': -3.4435050872294397, 'casilla_neutra': -28.198323205433496, 'muy_cerca_jug': -24.84470419453818, 'muy_lejos_jug': -29.26072082416834, 'muy_cerca_op': 15.193191206978923, 'muy_lejos_op': -15.540461868112828}",,0.0,0.18999999999999997
1,0.23500000000000001,0.09,0.10943250000000002,0.021726923246285935,"{'avance_balon': -13.456658346389325, 'min_dist_balon_jug': 32.153173277979306, 'max_dist_balon_jug': -1.9806387699901506, 'min_dist_balon_op': 26.63244715426569, 'max_dist_balon_op': -31.8880870411127, 'max_avance_jug': 14.946186062779915, 'min_avance_jug': 36.625448742309544, 'max_avance_op': -10.420447863285965, 'min_avance_op': 6.520989062253001, 'muy_cerca_borde_jug': -21.420868760947222, 'muy_cerca_borde_op': -46.08561930917509, 'mas_cerca_balon': 0.09066146275311837, 'casilla_neutra': 36.5684354681143, 'muy_cerca_jug': 6.729966968173862, 'muy_lejos_jug': -1.5027170566180317, 'muy_cerca_op': -34.127903817145935, 'muy_lejos_op': 19.680269609579327}",-0.04499999999999996,-0.04499999999999996,0.14500000000000002
2,0.23500000000000001,0.09,0.1099925,0.02211772352096843,"{'avance_balon': 20.83673508153015, 'min_dist_balon_jug': -43.31474949183192, 'max_dist_balon_jug': -41.88042389512525, 'min_dist_balon_op': 4.073820732134207, 'max_dist_balon_op': -8.021088388063404, 'max_avance_jug': 41.373311787261756, 'min_avance_jug': 21.203348907754208, 'max_avance_op': 10.103667418077286, 'min_avance_op': 1.4224443850375579, 'muy_cerca_borde_jug': -4.24226450895312, 'muy_cerca_borde_op': -27.365644026013626, 'mas_cerca_balon': -25.049587297183827, 'casilla_neutra': -8.400653790859955, 'muy_cerca_jug': -24.044068236609085, 'muy_lejos_jug': -30.561362010820282, 'muy_cerca_op': 35.312879475058104, 'muy_lejos_op': 30.64613454294512}",0.0,-0.04499999999999996,0.14500000000000002
3,0.27999999999999997,0.09,0.113305,0.02615629895455395,"{'avance_balon': -11.111263553142033, 'min_dist_balon_jug': 40.079643079054115, 'max_dist_balon_jug': 0.02815362338280636, 'min_dist_balon_op': -12.792678226563346, 'max_dist_balon_op': -28.075696950643504, 'max_avance_jug': -48.17863022293343, 'min_avance_jug': 38.06540065909867, 'max_avance_op': 9.809381739469103, 'min_avance_op': -23.448547985644318, 'muy_cerca_borde_jug': -44.90629524559039, 'muy_cerca_borde_op': -16.95025850933174, 'mas_cerca_balon': 37.74624776808396, 'casilla_neutra': 2.1939657352337365, 'muy_cerca_jug': -28.654157778599625, 'muy_lejos_jug': 10.033378218557303, 'muy_cerca_op': 23.79147923897081, 'muy_lejos_op': -38.18432497407631}",0.04499999999999996,0.0,0.18999999999999997
4,0.34500000000000003,0.0825,0.11491000000000001,0.029734944089404306,"{'avance_balon': -21.98680387816533, 'min_dist_balon_jug': -17.012381317860005, 'max_dist_balon_jug': 43.03155732962684, 'min_dist_balon_op': 43.46346617520547, 'max_dist_balon_op': -18.05195806328445, 'max_avance_jug': -50.0, 'min_avance_jug': 50.0, 'max_avance_op': 12.053250897087807, 'min_avance_op': -34.05127422458234, 'muy_cerca_borde_jug': -10.91615755404274, 'muy_cerca_borde_op': -19.15031723167131, 'mas_cerca_balon': -6.328001465578382, 'casilla_neutra': -17.84310211770763, 'muy_cerca_jug': -47.08417205483233, 'muy_lejos_jug': 46.477708029365715, 'muy_cerca_op': 28.395851494014778, 'muy_lejos_op': -20.557515842561877}",0.06500000000000006,0.06500000000000006,0.2625
5,0.37,0.085,0.11543,0.03026491533112227,"{'avance_balon': -15.148314760423006, 'min_dist_balon_jug': -19.127078209038395, 'max_dist_balon_jug': 22.46052031185404, 'min_dist_balon_op': 32.463080181555696, 'max_dist_balon_op': -39.54003483628439, 'max_avance_jug': -43.322376089666456, 'min_avance_jug': 13.682641756176153, 'max_avance_op': 21.93600097995811, 'min_avance_op': -48.08776941399396, 'muy_cerca_borde_jug': 37.36347041332746, 'muy_cerca_borde_op': 14.172242083071865, 'mas_cerca_balon': 13.262915073719375, 'casilla_neutra': 26.851411590003238, 'muy_cerca_jug': 40.82704665740168, 'muy_lejos_jug': -23.099009025741474, 'muy_cerca_op': 9.408438583841518, 'muy_lejos_op': -12.75856758663944}",0.024999999999999967,0.09000000000000002,0.285
6,0.3025,0.08,0.11663000000000003,0.033205693788866994,"{'avance_balon': -5.686068012605092, 'min_dist_balon_jug': -4.4262105685050726, 'max_dist_balon_jug': 46.475642807368565, 'min_dist_balon_op': 8.689768554891689, 'max_dist_balon_op': -27.8182122528853, 'max_avance_jug': -47.473662261733885, 'min_avance_jug': 24.592556491892154, 'max_avance_op': 40.88151425037419, 'min_avance_op': -42.93452232277572, 'muy_cerca_borde_jug': 45.910289544081806, 'muy_cerca_borde_op': -42.03425034387945, 'mas_cerca_balon': 42.36563070617908, 'casilla_neutra': 45.504047177108454, 'muy_cerca_jug': 38.79744854546013, 'muy_lejos_jug': -27.142533504712553, 'muy_cerca_op': -49.42395948398607, 'muy_lejos_op': 34.50710113273212}",-0.0675,0.02250000000000002,0.22249999999999998
7,0.325,0.08,0.11822250000000001,0.03754343143280859,"{'avance_balon': -6.05639682423417, 'min_dist_balon_jug': 41.307151481107105, 'max_dist_balon_jug': 40.90070081771937, 'min_dist_balon_op': 6.551244845902048, 'max_dist_balon_op': 13.074079347674505, 'max_avance_jug': 41.696043466162706, 'min_avance_jug': 50.0, 'max_avance_op': -26.14986729287353, 'min_avance_op': 12.483693579354469, 'muy_cerca_borde_jug': -40.49679896066884, 'muy_cerca_borde_op': 48.71232016505203, 'mas_cerca_balon': 38.23821420040895, 'casilla_neutra': -38.70641968509524, 'muy_cerca_jug': -42.041430655695166, 'muy_lejos_jug': 8.349145815880238, 'muy_cerca_op': 34.123168428985636, 'muy_lejos_op': -5.350821908443727}",0.02250000000000002,0.04500000000000004,0.245
8,0.37,0.085,0.11886250000000001,0.03997545926878139,"{'avance_balon': -3.486385546329205, 'min_dist_balon_jug': 37.2736364961459, 'max_dist_balon_jug': 40.90070081771937, 'min_dist_balon_op': -10.092560518117462, 'max_dist_balon_op': 13.179588724334089, 'max_avance_jug': -9.745543499564842, 'min_avance_jug': -46.78808120269175, 'max_avance_op': 42.574207128524165, 'min_avance_op': 13.524502679363646, 'muy_cerca_borde_jug': 40.13433758329404, 'muy_cerca_borde_op': 40.62802358416052, 'mas_cerca_balon': 36.73453957222722, 'casilla_neutra': 18.630280819575496, 'muy_cerca_jug': -42.041430655695166, 'muy_lejos_jug': -34.490856328358596, 'muy_cerca_op': 13.093687233144106, 'muy_lejos_op': -0.7692783304681239}",0.044999999999999984,0.09000000000000002,0.285
9,0.34750000000000003,0.0775,0.12145500000000001,0.04319109254232868,"{'avance_balon': -6.05639682423417, 'min_dist_balon_jug': 33.93452626800437, 'max_dist_balon_jug': 40.90070081771937, 'min_dist_balon_op': 6.551244845902048, 'max_dist_balon_op': 20.238361951283192, 'max_avance_jug': 41.696043466162706, 'min_avance_jug': 50.0, 'max_avance_op': -26.14986729287353, 'min_avance_op': 12.483693579354469, 'muy_cerca_borde_jug': -40.49679896066884, 'muy_cerca_borde_op': 48.71232016505203, 'mas_cerca_balon': 38.23821420040895, 'casilla_neutra': -38.70641968509524, 'muy_cerca_jug': -11.674653045269444, 'muy_lejos_jug': 8.349145815880238, 'muy_cerca_op': 22.49750295906435, 'muy_lejos_op': -10.612052451283844}",-0.022499999999999964,0.06750000000000006,0.27
