generation,best_fitness,worst_fitness,mean_fitness,std_fitness,best_weights,improvement,cumulative_improvement,fitness_range
20,0.5625,0.2225,0.39,0.08693244503636142,"{'avance_balon': 10.428130177017781, 'min_dist_balon_jug': 50.0, 'max_dist_balon_jug': 29.392624187884863, 'min_dist_balon_op': -16.470017897353568, 'max_dist_balon_op': 36.022721693579335, 'max_avance_jug': -34.297791754084535, 'min_avance_jug': 37.03647922085743, 'max_avance_op': -35.47017531639163, 'min_avance_op': -22.338796671979374, 'muy_cerca_borde_jug': 15.303816506340283, 'muy_cerca_borde_op': 26.36806754878006, 'mas_cerca_balon': 32.19370651519924, 'casilla_neutra': 17.67861567692176, 'muy_cerca_jug': 21.20429794321028, 'muy_lejos_jug': -0.3451270053260673, 'muy_cerca_op': -11.756317618479493, 'muy_lejos_op': 31.727764033817238}",-0.04749999999999999,-0.07499999999999996,0.33999999999999997
21,0.6825,0.215,0.4054,0.11906338647963949,"{'avance_balon': 10.428130177017781, 'min_dist_balon_jug': 50.0, 'max_dist_balon_jug': 29.392624187884863, 'min_dist_balon_op': -16.470017897353568, 'max_dist_balon_op': 36.022721693579335, 'max_avance_jug': -34.297791754084535, 'min_avance_jug': 37.03647922085743, 'max_avance_op': -35.47017531639163, 'min_avance_op': -22.338796671979374, 'muy_cerca_borde_jug': 15.303816506340283, 'muy_cerca_borde_op': 26.36806754878006, 'mas_cerca_balon': 32.19370651519924, 'casilla_neutra': 17.67861567692176, 'muy_cerca_jug': 21.20429794321028, 'muy_lejos_jug': -0.3451270053260673, 'muy_cerca_op': -11.756317618479493, 'muy_lejos_op': 31.727764033817238}",0.12,0.04500000000000004,0.4675
22,0.6325000000000001,0.175,0.40110000000000007,0.11042436325376752,"{'avance_balon': 5.6097960276970085, 'min_dist_balon_jug': 49.0693034266249, 'max_dist_balon_jug': 19.59164294648147, 'min_dist_balon_op': -24.85315275606459, 'max_dist_balon_op': 34.93184600551014, 'max_avance_jug': -41.64287764288176, 'min_avance_jug': 35.257456298900394, 'max_avance_op': -46.68952797850694, 'min_avance_op': -20.417417711090025, 'muy_cerca_borde_jug': 15.303816506340283, 'muy_cerca_borde_op': 22.295156927721123, 'mas_cerca_balon': 36.725262742291, 'casilla_neutra': 12.602634478617546, 'muy_cerca_jug': 24.681072786284126, 'muy_lejos_jug': -12.88469626953863, 'muy_cerca_op': -11.756317618479493, 'muy_lejos_op': 21.118151931016087}",-0.04999999999999993,-0.004999999999999893,0.4575000000000001
23,0.635,0.27,0.39805,0.09115274269049725,"{'avance_balon': 5.6097960276970085, 'min_dist_balon_jug': 49.0693034266249, 'max_dist_balon_jug': 19.59164294648147, 'min_dist_balon_op': -24.85315275606459, 'max_dist_balon_op': 34.93184600551014, 'max_avance_jug': -41.64287764288176, 'min_avance_jug': 35.257456298900394, 'max_avance_op': -46.68952797850694, 'min_avance_op': -20.417417711090025, 'muy_cerca_borde_jug': 15.303816506340283, 'muy_cerca_borde_op': 22.295156927721123, 'mas_cerca_balon': 36.725262742291, 'casilla_neutra': 12.602634478617546, 'muy_cerca_jug': 24.681072786284126, 'muy_lejos_jug': -12.88469626953863, 'muy_cerca_op': -11.756317618479493, 'muy_lejos_op': 21.118151931016087}",0.0024999999999999467,-0.0024999999999999467,0.365
24,0.6599999999999999,0.1875,0.4067,0.10734924312728059,"{'avance_balon': 5.6097960276970085, 'min_dist_balon_jug': 50.0, 'max_dist_balon_jug': 29.392624187884863, 'min_dist_balon_op': -24.85315275606459, 'max_dist_balon_op': 36.022721693579335, 'max_avance_jug': -43.891082599662155, 'min_avance_jug': 35.257456298900394, 'max_avance_op': -35.47017531639163, 'min_avance_op': -21.665095120369276, 'muy_cerca_borde_jug': 12.706717001064575, 'muy_cerca_borde_op': 22.295156927721123, 'mas_cerca_balon': 37.05012182197283, 'casilla_neutra': 12.602634478617546, 'muy_cerca_jug': 25.208621808559407, 'muy_lejos_jug': -19.7902055565741, 'muy_cerca_op': -17.342418697753892, 'muy_lejos_op': 31.517981481128956}",0.02499999999999991,0.022499999999999964,0.4724999999999999
25,0.6975,0.1275,0.39220000000000005,0.12664185721948334,"{'avance_balon': 5.6097960276970085, 'min_dist_balon_jug': 49.0693034266249, 'max_dist_balon_jug': 19.59164294648147, 'min_dist_balon_op': -24.85315275606459, 'max_dist_balon_op': 34.93184600551014, 'max_avance_jug': -40.50681255404047, 'min_avance_jug': 23.165007850786594, 'max_avance_op': -35.47017531639163, 'min_avance_op': -16.702898389310988, 'muy_cerca_borde_jug': 15.303816506340283, 'muy_cerca_borde_op': 22.295156927721123, 'mas_cerca_balon': 36.725262742291, 'casilla_neutra': 17.854531633339057, 'muy_cerca_jug': 28.322150907329878, 'muy_lejos_jug': -12.88469626953863, 'muy_cerca_op': -10.315043577580326, 'muy_lejos_op': 21.118151931016087}",0.03750000000000009,0.06000000000000005,0.5700000000000001
26,0.6950000000000001,0.2225,0.39125,0.10540665301583198,"{'avance_balon': 5.6097960276970085, 'min_dist_balon_jug': 49.0693034266249, 'max_dist_balon_jug': 19.59164294648147, 'min_dist_balon_op': -24.85315275606459, 'max_dist_balon_op': 34.93184600551014, 'max_avance_jug': -40.50681255404047, 'min_avance_jug': 23.165007850786594, 'max_avance_op': -35.47017531639163, 'min_avance_op': -20.417417711090025, 'muy_cerca_borde_jug': 15.303816506340283, 'muy_cerca_borde_op': 22.295156927721123, 'mas_cerca_balon': 36.725262742291, 'casilla_neutra': 17.854531633339057, 'muy_cerca_jug': 28.322150907329878, 'muy_lejos_jug': -12.88469626953863, 'muy_cerca_op': -10.315043577580326, 'muy_lejos_op': 21.118151931016087}",-0.0024999999999999467,0.05750000000000011,0.47250000000000003
27,0.62,0.1575,0.39519999999999994,0.10688526558885467,"{'avance_balon': 5.6097960276970085, 'min_dist_balon_jug': 49.0693034266249, 'max_dist_balon_jug': 19.59164294648147, 'min_dist_balon_op': -24.85315275606459, 'max_dist_balon_op': 34.93184600551014, 'max_avance_jug': -40.50681255404047, 'min_avance_jug': 23.165007850786594, 'max_avance_op': -35.47017531639163, 'min_avance_op': -20.417417711090025, 'muy_cerca_borde_jug': 15.303816506340283, 'muy_cerca_borde_op': 22.295156927721123, 'mas_cerca_balon': 36.725262742291, 'casilla_neutra': 17.854531633339057, 'muy_cerca_jug': 28.322150907329878, 'muy_lejos_jug': -12.88469626953863, 'muy_cerca_op': -10.315043577580326, 'muy_lejos_op': 21.118151931016087}",-0.07500000000000007,-0.01749999999999996,0.4625
28,0.6950000000000001,0.1625,0.40265,0.12552829362338994,"{'avance_balon': 5.6097960276970085, 'min_dist_balon_jug': 49.0693034266249, 'max_dist_balon_jug': 19.59164294648147, 'min_dist_balon_op': -24.85315275606459, 'max_dist_balon_op': 34.93184600551014, 'max_avance_jug': -40.50681255404047, 'min_avance_jug': 23.165007850786594, 'max_avance_op': -35.47017531639163, 'min_avance_op': -20.417417711090025, 'muy_cerca_borde_jug': 15.303816506340283, 'muy_cerca_borde_op': 22.295156927721123, 'mas_cerca_balon': 36.725262742291, 'casilla_neutra': 17.854531633339057, 'muy_cerca_jug': 28.322150907329878, 'muy_lejos_jug': -12.88469626953863, 'muy_cerca_op': -10.315043577580326, 'muy_lejos_op': 21.118151931016087}",0.07500000000000007,0.05750000000000011,0.5325000000000001
29,0.65,0.2225,0.40290000000000004,0.09125015068480709,"{'avance_balon': 5.6097960276970085, 'min_dist_balon_jug': 49.0693034266249, 'max_dist_balon_jug': 19.59164294648147, 'min_dist_balon_op': -24.85315275606459, 'max_dist_balon_op': 34.93184600551014, 'max_avance_jug': -40.50681255404047, 'min_avance_jug': 23.165007850786594, 'max_avance_op': -35.47017531639163, 'min_avance_op': -20.417417711090025, 'muy_cerca_borde_jug': 15.303816506340283, 'muy_cerca_borde_op': 22.295156927721123, 'mas_cerca_balon': 36.725262742291, 'casilla_neutra': 17.854531633339057, 'muy_cerca_jug': 28.322150907329878, 'muy_lejos_jug': -12.88469626953863, 'muy_cerca_op': -10.315043577580326, 'muy_lejos_op': 21.118151931016087}",-0.04500000000000004,0.012500000000000067,0.4275
