generation,best_fitness,worst_fitness,mean_fitness,std_fitness,best_weights,improvement,cumulative_improvement,fitness_range
0,0.325,0.085,0.11582833333333334,0.03225693254514791,"{'avance_balon': 5.972320222831506, 'dist_balon_jug': -42.572481707721906, 'dist_balon_op': -44.67638617419971, 'avance_jug': 8.814033095717853, 'avance_op': 42.06982456295731, 'dist_col_balon_jug': 42.80975474542579, 'dist_col_balon_op': -32.710842297866336, 'mas_cerca_balon': -42.4492431272398}",,0.0,0.24
1,0.3675,0.085,0.12467333333333334,0.04010561002597462,"{'avance_balon': 12.47222531787451, 'dist_balon_jug': -42.572481707721906, 'dist_balon_op': -44.67638617419971, 'avance_jug': 39.4399628136964, 'avance_op': 42.06982456295731, 'dist_col_balon_jug': 42.80975474542579, 'dist_col_balon_op': -32.710842297866336, 'mas_cerca_balon': -42.4492431272398}",0.04249999999999998,0.04249999999999998,0.2825
2,0.335,0.0825,0.13819666666666666,0.049741980816565355,"{'avance_balon': -23.741420115966093, 'dist_balon_jug': 41.19786067803636, 'dist_balon_op': 9.489432847935866, 'avance_jug': 23.546286001685747, 'avance_op': -28.80070972283535, 'dist_col_balon_jug': -49.23400465319311, 'dist_col_balon_op': -19.412868161110186, 'mas_cerca_balon': 48.564218148770905}",-0.03249999999999997,0.010000000000000009,0.2525
3,0.37,0.075,0.15425666666666665,0.059742202745537334,"{'avance_balon': 14.091130219229592, 'dist_balon_jug': 34.137969229670546, 'dist_balon_op': -49.25082386163451, 'avance_jug': -36.59624390520854, 'avance_op': -11.215783864077636, 'dist_col_balon_jug': 10.501078977254267, 'dist_col_balon_op': -14.776506763283294, 'mas_cerca_balon': -16.697424667584556}",0.034999999999999976,0.044999999999999984,0.295
4,0.39249999999999996,0.07250000000000001,0.16653500000000002,0.06544270732225758,"{'avance_balon': 17.559872032455274, 'dist_balon_jug': 32.79949690378568, 'dist_balon_op': -27.419106603627686, 'avance_jug': -36.59624390520854, 'avance_op': -6.645724517420547, 'dist_col_balon_jug': 45.791220742046775, 'dist_col_balon_op': -18.378310867606444, 'mas_cerca_balon': -28.448553748049132}",0.022499999999999964,0.06749999999999995,0.31999999999999995
5,0.48,0.07,0.18434666666666666,0.0772384176142647,"{'avance_balon': 14.757193408715409, 'dist_balon_jug': 22.057260634712986, 'dist_balon_op': 44.82844007288614, 'avance_jug': 13.395722861855972, 'avance_op': 45.065787150086194, 'dist_col_balon_jug': -12.852493220768757, 'dist_col_balon_op': -31.507207516241547, 'mas_cerca_balon': -48.58031937444542}",0.08750000000000002,0.15499999999999997,0.41
6,0.485,0.065,0.22763333333333333,0.10568068518997321,"{'avance_balon': 8.86093082716549, 'dist_balon_jug': 15.057936490318422, 'dist_balon_op': 7.653327272105905, 'avance_jug': -7.049084193768337, 'avance_op': 11.85725467553538, 'dist_col_balon_jug': 42.052356514171095, 'dist_col_balon_op': 48.08031039857316, 'mas_cerca_balon': -49.02786003730718}",0.0050000000000000044,0.15999999999999998,0.42
7,0.525,0.06000000000000001,0.3035433333333334,0.12174653912489213,"{'avance_balon': 29.72597282993366, 'dist_balon_jug': 3.5683771114298004, 'dist_balon_op': -11.233249988538105, 'avance_jug': -46.17359115978399, 'avance_op': 2.7940176499418357, 'dist_col_balon_jug': 35.88588407158365, 'dist_col_balon_op': 6.090171926306567, 'mas_cerca_balon': -22.779189682774938}",0.040000000000000036,0.2,0.465
8,0.54,0.05500000000000001,0.3433916666666667,0.12003631713175625,"{'avance_balon': 29.72597282993366, 'dist_balon_jug': 3.5683771114298004, 'dist_balon_op': -11.233249988538105, 'avance_jug': -46.17359115978399, 'avance_op': 2.7940176499418357, 'dist_col_balon_jug': 34.540633937006014, 'dist_col_balon_op': 6.090171926306567, 'mas_cerca_balon': -22.779189682774938}",0.015000000000000013,0.21500000000000002,0.48500000000000004
9,0.5275000000000001,0.05500000000000001,0.37060666666666664,0.11490847207910979,"{'avance_balon': 18.491989919118495, 'dist_balon_jug': 36.16669654194776, 'dist_balon_op': -7.496314849427776, 'avance_jug': -34.65182010865986, 'avance_op': 20.45786400597112, 'dist_col_balon_jug': -48.96039455275074, 'dist_col_balon_op': 13.680336434047604, 'mas_cerca_balon': 12.767491491126826}",-0.012499999999999956,0.20250000000000007,0.4725000000000001
10,0.5375,0.05500000000000001,0.3818033333333334,0.11654840763486314,"{'avance_balon': -2.2789967286762023, 'dist_balon_jug': 23.496263453186177, 'dist_balon_op': -39.46927664158818, 'avance_jug': -11.581079092733795, 'avance_op': 35.74799508395577, 'dist_col_balon_jug': 6.510314375847777, 'dist_col_balon_op': -20.49211690343998, 'mas_cerca_balon': -43.83565079845449}",0.009999999999999898,0.21249999999999997,0.4825
11,0.5275000000000001,0.052500000000000005,0.39548666666666665,0.11546105327001924,"{'avance_balon': 0.14549642242717198, 'dist_balon_jug': 32.56966648522091, 'dist_balon_op': 11.810873988323515, 'avance_jug': -34.65182010865986, 'avance_op': 36.77901214032708, 'dist_col_balon_jug': -24.98067303573891, 'dist_col_balon_op': 26.811787026950462, 'mas_cerca_balon': 12.767491491126826}",-0.009999999999999898,0.20250000000000007,0.4750000000000001
12,0.5425,0.05,0.40501833333333337,0.11316670813695853,"{'avance_balon': -2.2789967286762023, 'dist_balon_jug': 20.808727038695743, 'dist_balon_op': -39.46927664158818, 'avance_jug': -30.39247861525606, 'avance_op': 17.217744358678697, 'dist_col_balon_jug': 43.137907542194526, 'dist_col_balon_op': 8.746304063429864, 'mas_cerca_balon': -43.83565079845449}",0.014999999999999902,0.21749999999999997,0.4925
13,0.5325,0.05500000000000001,0.4014400000000001,0.11451205060312794,"{'avance_balon': 12.667335184840011, 'dist_balon_jug': 8.791608848771208, 'dist_balon_op': -42.41450904662988, 'avance_jug': -33.88696201286447, 'avance_op': 4.480925407481337, 'dist_col_balon_jug': -30.453326397190956, 'dist_col_balon_op': -16.636912426708463, 'mas_cerca_balon': -43.83565079845449}",-0.010000000000000009,0.20749999999999996,0.4775
14,0.55,0.052500000000000005,0.41165500000000005,0.10688879801769065,"{'avance_balon': 34.37322596885015, 'dist_balon_jug': 0.5929794022257653, 'dist_balon_op': 11.24721953687823, 'avance_jug': -31.686429455522685, 'avance_op': 36.470679146302494, 'dist_col_balon_jug': -10.0582575268439, 'dist_col_balon_op': -23.251143297819333, 'mas_cerca_balon': -32.51823124042628}",0.01750000000000007,0.22500000000000003,0.49750000000000005
15,0.55,0.052500000000000005,0.4086666666666667,0.11207306644427208,"{'avance_balon': 24.523774625998772, 'dist_balon_jug': 2.931854753883557, 'dist_balon_op': 16.146482666520484, 'avance_jug': -7.049084193768337, 'avance_op': 22.173901265106696, 'dist_col_balon_jug': -22.020804733149312, 'dist_col_balon_op': 26.811787026950462, 'mas_cerca_balon': -45.893837226047076}",0.0,0.22500000000000003,0.49750000000000005
16,0.55,0.052500000000000005,0.41868666666666665,0.10067286206101204,"{'avance_balon': 0.14549642242717198, 'dist_balon_jug': 21.807672863665225, 'dist_balon_op': 11.810873988323515, 'avance_jug': -34.65182010865986, 'avance_op': 36.77901214032708, 'dist_col_balon_jug': -24.98067303573891, 'dist_col_balon_op': 23.926905067512013, 'mas_cerca_balon': 12.767491491126826}",0.0,0.22500000000000003,0.49750000000000005
17,0.55,0.05500000000000001,0.4069983333333333,0.11266492724248996,"{'avance_balon': 0.14549642242717198, 'dist_balon_jug': 21.807672863665225, 'dist_balon_op': 11.810873988323515, 'avance_jug': -34.65182010865986, 'avance_op': 36.77901214032708, 'dist_col_balon_jug': -24.98067303573891, 'dist_col_balon_op': 23.926905067512013, 'mas_cerca_balon': 12.767491491126826}",0.0,0.22500000000000003,0.49500000000000005
18,0.55,0.052500000000000005,0.40901833333333326,0.10979833254906723,"{'avance_balon': 0.14549642242717198, 'dist_balon_jug': 21.807672863665225, 'dist_balon_op': 11.810873988323515, 'avance_jug': -34.65182010865986, 'avance_op': 36.77901214032708, 'dist_col_balon_jug': -24.98067303573891, 'dist_col_balon_op': 23.926905067512013, 'mas_cerca_balon': 12.767491491126826}",0.0,0.22500000000000003,0.49750000000000005
19,0.55,0.05500000000000001,0.41498,0.10891517922983311,"{'avance_balon': 0.14549642242717198, 'dist_balon_jug': 26.315277194225608, 'dist_balon_op': 8.654718630154465, 'avance_jug': -39.959391479650364, 'avance_op': 8.10565705813432, 'dist_col_balon_jug': -24.98067303573891, 'dist_col_balon_op': 26.811787026950462, 'mas_cerca_balon': 12.767491491126826}",0.0,0.22500000000000003,0.49500000000000005
20,0.55,0.05,0.40209,0.11756128997250753,"{'avance_balon': 0.14549642242717198, 'dist_balon_jug': 26.315277194225608, 'dist_balon_op': 8.654718630154465, 'avance_jug': -39.959391479650364, 'avance_op': 8.10565705813432, 'dist_col_balon_jug': -24.98067303573891, 'dist_col_balon_op': 26.811787026950462, 'mas_cerca_balon': 12.767491491126826}",0.0,0.22500000000000003,0.5
21,0.55,0.05,0.4012283333333333,0.11773219765165725,"{'avance_balon': 0.14549642242717198, 'dist_balon_jug': 21.807672863665225, 'dist_balon_op': 11.810873988323515, 'avance_jug': -34.65182010865986, 'avance_op': 36.77901214032708, 'dist_col_balon_jug': -24.98067303573891, 'dist_col_balon_op': 23.926905067512013, 'mas_cerca_balon': 12.767491491126826}",0.0,0.22500000000000003,0.5
22,0.55,0.05500000000000001,0.39432333333333336,0.11945288662155562,"{'avance_balon': 0.14549642242717198, 'dist_balon_jug': 21.807672863665225, 'dist_balon_op': 11.810873988323515, 'avance_jug': -34.65182010865986, 'avance_op': 36.77901214032708, 'dist_col_balon_jug': -24.98067303573891, 'dist_col_balon_op': 23.926905067512013, 'mas_cerca_balon': 12.767491491126826}",0.0,0.22500000000000003,0.49500000000000005
23,0.55,0.05,0.37916500000000003,0.12559166084975545,"{'avance_balon': 0.14549642242717198, 'dist_balon_jug': 19.36549575299697, 'dist_balon_op': 8.654718630154465, 'avance_jug': -39.959391479650364, 'avance_op': 8.10565705813432, 'dist_col_balon_jug': -24.197204968551485, 'dist_col_balon_op': 26.811787026950462, 'mas_cerca_balon': 12.767491491126826}",0.0,0.22500000000000003,0.5
24,0.55,0.052500000000000005,0.3777033333333334,0.12147273489232975,"{'avance_balon': 1.910216759899921, 'dist_balon_jug': 25.71758957679087, 'dist_balon_op': 18.33396841581181, 'avance_jug': -30.895646649800543, 'avance_op': 22.06803658353641, 'dist_col_balon_jug': -26.09721160221707, 'dist_col_balon_op': 14.7546771488752, 'mas_cerca_balon': 12.767491491126826}",0.0,0.22500000000000003,0.49750000000000005
